	chr	pos	lod
ScyDAA6-2-HRSCAF-26:5852673	ScyDAA6-2-HRSCAF-26	5.852673	0.446936202
ScyDAA6-2-HRSCAF-26:5873160	ScyDAA6-2-HRSCAF-26	5.87316	0.43046766
ScyDAA6-2-HRSCAF-26:5895476	ScyDAA6-2-HRSCAF-26	5.895476	0.415225777
ScyDAA6-2-HRSCAF-26:5915584	ScyDAA6-2-HRSCAF-26	5.915584	0.415871369
ScyDAA6-2-HRSCAF-26:5936941	ScyDAA6-2-HRSCAF-26	5.936941	0.416537086
ScyDAA6-2-HRSCAF-26:5957321	ScyDAA6-2-HRSCAF-26	5.957321	0.410955366
ScyDAA6-2-HRSCAF-26:5977431	ScyDAA6-2-HRSCAF-26	5.977431	0.405444451
ScyDAA6-2-HRSCAF-26:5997965	ScyDAA6-2-HRSCAF-26	5.997965	0.399815608
ScyDAA6-2-HRSCAF-26:6018056	ScyDAA6-2-HRSCAF-26	6.018056	0.394307957
ScyDAA6-2-HRSCAF-26:6038315	ScyDAA6-2-HRSCAF-26	6.038315	0.388755473
ScyDAA6-2-HRSCAF-26:6058542	ScyDAA6-2-HRSCAF-26	6.058542	0.383214451
ScyDAA6-2-HRSCAF-26:6078674	ScyDAA6-2-HRSCAF-26	6.078674	0.377703583
ScyDAA6-2-HRSCAF-26:6098798	ScyDAA6-2-HRSCAF-26	6.098798	0.372200479
ScyDAA6-2-HRSCAF-26:6120944	ScyDAA6-2-HRSCAF-26	6.120944	0.366152617
ScyDAA6-2-HRSCAF-26:6144373	ScyDAA6-2-HRSCAF-26	6.144373	0.359765793
ScyDAA6-2-HRSCAF-26:6170317	ScyDAA6-2-HRSCAF-26	6.170317	0.35270731
ScyDAA6-2-HRSCAF-26:6197227	ScyDAA6-2-HRSCAF-26	6.197227	0.295006502
ScyDAA6-2-HRSCAF-26:6221996	ScyDAA6-2-HRSCAF-26	6.221996	0.245080592
ScyDAA6-2-HRSCAF-26:6242440	ScyDAA6-2-HRSCAF-26	6.24244	0.207600287
ScyDAA6-2-HRSCAF-26:6262585	ScyDAA6-2-HRSCAF-26	6.262585	0.189429274
ScyDAA6-2-HRSCAF-26:6282676	ScyDAA6-2-HRSCAF-26	6.282676	0.1890382
ScyDAA6-2-HRSCAF-26:6305486	ScyDAA6-2-HRSCAF-26	6.305486	0.188436807
ScyDAA6-2-HRSCAF-26:6325596	ScyDAA6-2-HRSCAF-26	6.325596	0.187768
ScyDAA6-2-HRSCAF-26:6347590	ScyDAA6-2-HRSCAF-26	6.34759	0.18688981
ScyDAA6-2-HRSCAF-26:6368869	ScyDAA6-2-HRSCAF-26	6.368869	0.185896901
ScyDAA6-2-HRSCAF-26:6390624	ScyDAA6-2-HRSCAF-26	6.390624	0.185170246
ScyDAA6-2-HRSCAF-26:6413420	ScyDAA6-2-HRSCAF-26	6.41342	0.184252939
ScyDAA6-2-HRSCAF-26:6433615	ScyDAA6-2-HRSCAF-26	6.433615	0.180336138
ScyDAA6-2-HRSCAF-26:6454313	ScyDAA6-2-HRSCAF-26	6.454313	0.176356633
ScyDAA6-2-HRSCAF-26:6474332	ScyDAA6-2-HRSCAF-26	6.474332	0.197592512
ScyDAA6-2-HRSCAF-26:6495254	ScyDAA6-2-HRSCAF-26	6.495254	0.17062092
ScyDAA6-2-HRSCAF-26:6515400	ScyDAA6-2-HRSCAF-26	6.5154	0.145179998
ScyDAA6-2-HRSCAF-26:6536071	ScyDAA6-2-HRSCAF-26	6.536071	0.223321665
ScyDAA6-2-HRSCAF-26:6556464	ScyDAA6-2-HRSCAF-26	6.556464	0.218144686
ScyDAA6-2-HRSCAF-26:6580307	ScyDAA6-2-HRSCAF-26	6.580307	0.226994912
ScyDAA6-2-HRSCAF-26:6600901	ScyDAA6-2-HRSCAF-26	6.600901	0.219384405
ScyDAA6-2-HRSCAF-26:6621087	ScyDAA6-2-HRSCAF-26	6.621087	0.211971518
ScyDAA6-2-HRSCAF-26:6641198	ScyDAA6-2-HRSCAF-26	6.641198	0.204639711
ScyDAA6-2-HRSCAF-26:6661989	ScyDAA6-2-HRSCAF-26	6.661989	0.197619703
ScyDAA6-2-HRSCAF-26:6683585	ScyDAA6-2-HRSCAF-26	6.683585	0.190380543
ScyDAA6-2-HRSCAF-26:6707303	ScyDAA6-2-HRSCAF-26	6.707303	0.158010084
ScyDAA6-2-HRSCAF-26:6729178	ScyDAA6-2-HRSCAF-26	6.729178	0.127473814
ScyDAA6-2-HRSCAF-26:6750879	ScyDAA6-2-HRSCAF-26	6.750879	0.120635651
ScyDAA6-2-HRSCAF-26:6773632	ScyDAA6-2-HRSCAF-26	6.773632	0.113637952
ScyDAA6-2-HRSCAF-26:6794856	ScyDAA6-2-HRSCAF-26	6.794856	0.107275177
ScyDAA6-2-HRSCAF-26:6816337	ScyDAA6-2-HRSCAF-26	6.816337	0.101003793
ScyDAA6-2-HRSCAF-26:6839128	ScyDAA6-2-HRSCAF-26	6.839128	0.094903255
ScyDAA6-2-HRSCAF-26:6859356	ScyDAA6-2-HRSCAF-26	6.859356	0.08963789
ScyDAA6-2-HRSCAF-26:6880000	ScyDAA6-2-HRSCAF-26	6.88	0.12245473
ScyDAA6-2-HRSCAF-26:6900770	ScyDAA6-2-HRSCAF-26	6.90077	0.116231083
ScyDAA6-2-HRSCAF-26:6924469	ScyDAA6-2-HRSCAF-26	6.924469	0.113553257
ScyDAA6-2-HRSCAF-26:6944863	ScyDAA6-2-HRSCAF-26	6.944863	0.11355381
ScyDAA6-2-HRSCAF-26:6965805	ScyDAA6-2-HRSCAF-26	6.965805	0.113554484
ScyDAA6-2-HRSCAF-26:6986557	ScyDAA6-2-HRSCAF-26	6.986557	0.113555142
ScyDAA6-2-HRSCAF-26:7006864	ScyDAA6-2-HRSCAF-26	7.006864	0.113555776
ScyDAA6-2-HRSCAF-26:7027109	ScyDAA6-2-HRSCAF-26	7.027109	0.113556397
ScyDAA6-2-HRSCAF-26:7048157	ScyDAA6-2-HRSCAF-26	7.048157	0.113557032
ScyDAA6-2-HRSCAF-26:7070144	ScyDAA6-2-HRSCAF-26	7.070144	0.113557653
ScyDAA6-2-HRSCAF-26:7095052	ScyDAA6-2-HRSCAF-26	7.095052	0.112476257
ScyDAA6-2-HRSCAF-26:7115864	ScyDAA6-2-HRSCAF-26	7.115864	0.111025248
ScyDAA6-2-HRSCAF-26:7136621	ScyDAA6-2-HRSCAF-26	7.136621	0.111025721
ScyDAA6-2-HRSCAF-26:7156824	ScyDAA6-2-HRSCAF-26	7.156824	0.111026251
ScyDAA6-2-HRSCAF-26:7177172	ScyDAA6-2-HRSCAF-26	7.177172	0.110999212
ScyDAA6-2-HRSCAF-26:7197469	ScyDAA6-2-HRSCAF-26	7.197469	0.110971292
ScyDAA6-2-HRSCAF-26:7219846	ScyDAA6-2-HRSCAF-26	7.219846	0.110939415
ScyDAA6-2-HRSCAF-26:7244854	ScyDAA6-2-HRSCAF-26	7.244854	0.110902435
ScyDAA6-2-HRSCAF-26:7265600	ScyDAA6-2-HRSCAF-26	7.2656	0.110870677
ScyDAA6-2-HRSCAF-26:7287218	ScyDAA6-2-HRSCAF-26	7.287218	0.110836543
ScyDAA6-2-HRSCAF-26:7309216	ScyDAA6-2-HRSCAF-26	7.309216	0.110800725
ScyDAA6-2-HRSCAF-26:7330710	ScyDAA6-2-HRSCAF-26	7.33071	0.110764675
ScyDAA6-2-HRSCAF-26:7353559	ScyDAA6-2-HRSCAF-26	7.353559	0.110725226
ScyDAA6-2-HRSCAF-26:7380334	ScyDAA6-2-HRSCAF-26	7.380334	0.110905058
ScyDAA6-2-HRSCAF-26:7403877	ScyDAA6-2-HRSCAF-26	7.403877	0.111602898
ScyDAA6-2-HRSCAF-26:7424459	ScyDAA6-2-HRSCAF-26	7.424459	0.112163469
ScyDAA6-2-HRSCAF-26:7453522	ScyDAA6-2-HRSCAF-26	7.453522	0.112871416
ScyDAA6-2-HRSCAF-26:7485223	ScyDAA6-2-HRSCAF-26	7.485223	0.113526397
ScyDAA6-2-HRSCAF-26:7507074	ScyDAA6-2-HRSCAF-26	7.507074	0.113904375
ScyDAA6-2-HRSCAF-26:7530211	ScyDAA6-2-HRSCAF-26	7.530211	0.114238374
ScyDAA6-2-HRSCAF-26:7559881	ScyDAA6-2-HRSCAF-26	7.559881	0.114363286
ScyDAA6-2-HRSCAF-26:7582323	ScyDAA6-2-HRSCAF-26	7.582323	0.113561947
ScyDAA6-2-HRSCAF-26:7605861	ScyDAA6-2-HRSCAF-26	7.605861	0.112727831
ScyDAA6-2-HRSCAF-26:7627286	ScyDAA6-2-HRSCAF-26	7.627286	0.111974646
ScyDAA6-2-HRSCAF-26:7648922	ScyDAA6-2-HRSCAF-26	7.648922	0.111220272
ScyDAA6-2-HRSCAF-26:7670475	ScyDAA6-2-HRSCAF-26	7.670475	0.110475373
ScyDAA6-2-HRSCAF-26:7690499	ScyDAA6-2-HRSCAF-26	7.690499	0.109789513
ScyDAA6-2-HRSCAF-26:7712240	ScyDAA6-2-HRSCAF-26	7.71224	0.109051934
ScyDAA6-2-HRSCAF-26:7736726	ScyDAA6-2-HRSCAF-26	7.736726	0.108230495
ScyDAA6-2-HRSCAF-26:7762133	ScyDAA6-2-HRSCAF-26	7.762133	0.107389126
ScyDAA6-2-HRSCAF-26:7782493	ScyDAA6-2-HRSCAF-26	7.782493	0.106723249
ScyDAA6-2-HRSCAF-26:7802836	ScyDAA6-2-HRSCAF-26	7.802836	0.106065648
ScyDAA6-2-HRSCAF-26:7823951	ScyDAA6-2-HRSCAF-26	7.823951	0.105391537
ScyDAA6-2-HRSCAF-26:7845100	ScyDAA6-2-HRSCAF-26	7.8451	0.104725258
ScyDAA6-2-HRSCAF-26:7868701	ScyDAA6-2-HRSCAF-26	7.868701	0.103992485
ScyDAA6-2-HRSCAF-26:7902405	ScyDAA6-2-HRSCAF-26	7.902405	0.099694959
ScyDAA6-2-HRSCAF-26:7932103	ScyDAA6-2-HRSCAF-26	7.932103	0.095482669
ScyDAA6-2-HRSCAF-26:7954141	ScyDAA6-2-HRSCAF-26	7.954141	0.092131113
ScyDAA6-2-HRSCAF-26:7986007	ScyDAA6-2-HRSCAF-26	7.986007	0.087003203
ScyDAA6-2-HRSCAF-26:8025426	ScyDAA6-2-HRSCAF-26	8.025426	0.080410649
ScyDAA6-2-HRSCAF-26:8057984	ScyDAA6-2-HRSCAF-26	8.057984	0.081797176
ScyDAA6-2-HRSCAF-26:8078423	ScyDAA6-2-HRSCAF-26	8.078423	0.081337327
ScyDAA6-2-HRSCAF-26:8103258	ScyDAA6-2-HRSCAF-26	8.103258	0.08079307
ScyDAA6-2-HRSCAF-26:8123947	ScyDAA6-2-HRSCAF-26	8.123947	0.080352419
ScyDAA6-2-HRSCAF-26:8144530	ScyDAA6-2-HRSCAF-26	8.14453	0.087037396
ScyDAA6-2-HRSCAF-26:8164712	ScyDAA6-2-HRSCAF-26	8.164712	0.09552399
ScyDAA6-2-HRSCAF-26:8186812	ScyDAA6-2-HRSCAF-26	8.186812	0.125036038
ScyDAA6-2-HRSCAF-26:8212416	ScyDAA6-2-HRSCAF-26	8.212416	0.12379108
ScyDAA6-2-HRSCAF-26:8233330	ScyDAA6-2-HRSCAF-26	8.23333	0.122782457
ScyDAA6-2-HRSCAF-26:8253402	ScyDAA6-2-HRSCAF-26	8.253402	0.121805341
ScyDAA6-2-HRSCAF-26:8273796	ScyDAA6-2-HRSCAF-26	8.273796	0.120868488
ScyDAA6-2-HRSCAF-26:8295661	ScyDAA6-2-HRSCAF-26	8.295661	0.119877561
ScyDAA6-2-HRSCAF-26:8315736	ScyDAA6-2-HRSCAF-26	8.315736	0.118980189
ScyDAA6-2-HRSCAF-26:8336258	ScyDAA6-2-HRSCAF-26	8.336258	0.118075261
ScyDAA6-2-HRSCAF-26:8356340	ScyDAA6-2-HRSCAF-26	8.35634	0.117202009
ScyDAA6-2-HRSCAF-26:8376651	ScyDAA6-2-HRSCAF-26	8.376651	0.117202295
ScyDAA6-2-HRSCAF-26:8396803	ScyDAA6-2-HRSCAF-26	8.396803	0.117202194
ScyDAA6-2-HRSCAF-26:8417759	ScyDAA6-2-HRSCAF-26	8.417759	0.109055224
ScyDAA6-2-HRSCAF-26:8438132	ScyDAA6-2-HRSCAF-26	8.438132	0.101935323
ScyDAA6-2-HRSCAF-26:8458858	ScyDAA6-2-HRSCAF-26	8.458858	0.102121097
ScyDAA6-2-HRSCAF-26:8479570	ScyDAA6-2-HRSCAF-26	8.47957	0.102304883
ScyDAA6-2-HRSCAF-26:8504446	ScyDAA6-2-HRSCAF-26	8.504446	0.102522463
ScyDAA6-2-HRSCAF-26:8525136	ScyDAA6-2-HRSCAF-26	8.525136	0.102700607
ScyDAA6-2-HRSCAF-26:8545285	ScyDAA6-2-HRSCAF-26	8.545285	0.10287146
ScyDAA6-2-HRSCAF-26:8566172	ScyDAA6-2-HRSCAF-26	8.566172	0.103045665
ScyDAA6-2-HRSCAF-26:8586829	ScyDAA6-2-HRSCAF-26	8.586829	0.103214885
ScyDAA6-2-HRSCAF-26:8607253	ScyDAA6-2-HRSCAF-26	8.607253	0.103379044
ScyDAA6-2-HRSCAF-26:8627637	ScyDAA6-2-HRSCAF-26	8.627637	0.103539613
ScyDAA6-2-HRSCAF-26:8647893	ScyDAA6-2-HRSCAF-26	8.647893	0.1036958
ScyDAA6-2-HRSCAF-26:8667895	ScyDAA6-2-HRSCAF-26	8.667895	0.1038466
ScyDAA6-2-HRSCAF-26:8688138	ScyDAA6-2-HRSCAF-26	8.688138	0.103995623
ScyDAA6-2-HRSCAF-26:8709012	ScyDAA6-2-HRSCAF-26	8.709012	0.104145378
ScyDAA6-2-HRSCAF-26:8733626	ScyDAA6-2-HRSCAF-26	8.733626	0.104316692
ScyDAA6-2-HRSCAF-26:8757020	ScyDAA6-2-HRSCAF-26	8.75702	0.104474059
ScyDAA6-2-HRSCAF-26:8777797	ScyDAA6-2-HRSCAF-26	8.777797	0.104609238
ScyDAA6-2-HRSCAF-26:8798139	ScyDAA6-2-HRSCAF-26	8.798139	0.104609067
ScyDAA6-2-HRSCAF-26:8818395	ScyDAA6-2-HRSCAF-26	8.818395	0.104608892
ScyDAA6-2-HRSCAF-26:8838530	ScyDAA6-2-HRSCAF-26	8.83853	0.104608697
ScyDAA6-2-HRSCAF-26:8859399	ScyDAA6-2-HRSCAF-26	8.859399	0.104608466
ScyDAA6-2-HRSCAF-26:8883161	ScyDAA6-2-HRSCAF-26	8.883161	0.104458007
ScyDAA6-2-HRSCAF-26:8904110	ScyDAA6-2-HRSCAF-26	8.90411	0.104324006
ScyDAA6-2-HRSCAF-26:8924295	ScyDAA6-2-HRSCAF-26	8.924295	0.104193726
ScyDAA6-2-HRSCAF-26:8953573	ScyDAA6-2-HRSCAF-26	8.953573	0.104002787
ScyDAA6-2-HRSCAF-26:8977971	ScyDAA6-2-HRSCAF-26	8.977971	0.103841953
ScyDAA6-2-HRSCAF-26:8998051	ScyDAA6-2-HRSCAF-26	8.998051	0.103708456
ScyDAA6-2-HRSCAF-26:9019813	ScyDAA6-2-HRSCAF-26	9.019813	0.103562665
ScyDAA6-2-HRSCAF-26:9043135	ScyDAA6-2-HRSCAF-26	9.043135	0.103405189
ScyDAA6-2-HRSCAF-26:9063833	ScyDAA6-2-HRSCAF-26	9.063833	0.103264403
ScyDAA6-2-HRSCAF-26:9084167	ScyDAA6-2-HRSCAF-26	9.084167	0.10312519
ScyDAA6-2-HRSCAF-26:9104177	ScyDAA6-2-HRSCAF-26	9.104177	0.102987359
ScyDAA6-2-HRSCAF-26:9124472	ScyDAA6-2-HRSCAF-26	9.124472	0.102846818
ScyDAA6-2-HRSCAF-26:9145807	ScyDAA6-2-HRSCAF-26	9.145807	0.102698224
ScyDAA6-2-HRSCAF-26:9166183	ScyDAA6-2-HRSCAF-26	9.166183	0.102555542
ScyDAA6-2-HRSCAF-26:9187190	ScyDAA6-2-HRSCAF-26	9.18719	0.10240769
ScyDAA6-2-HRSCAF-26:9208746	ScyDAA6-2-HRSCAF-26	9.208746	0.10225523
ScyDAA6-2-HRSCAF-26:9229627	ScyDAA6-2-HRSCAF-26	9.229627	0.102106869
ScyDAA6-2-HRSCAF-26:9249718	ScyDAA6-2-HRSCAF-26	9.249718	0.101963535
ScyDAA6-2-HRSCAF-26:9271636	ScyDAA6-2-HRSCAF-26	9.271636	0.101806556
ScyDAA6-2-HRSCAF-26:9292115	ScyDAA6-2-HRSCAF-26	9.292115	0.101659353
ScyDAA6-2-HRSCAF-26:9312220	ScyDAA6-2-HRSCAF-26	9.31222	0.101514379
ScyDAA6-2-HRSCAF-26:9332520	ScyDAA6-2-HRSCAF-26	9.33252	0.10136758
ScyDAA6-2-HRSCAF-26:9352561	ScyDAA6-2-HRSCAF-26	9.352561	0.101222279
ScyDAA6-2-HRSCAF-26:9373753	ScyDAA6-2-HRSCAF-26	9.373753	0.101068272
ScyDAA6-2-HRSCAF-26:9394543	ScyDAA6-2-HRSCAF-26	9.394543	0.100917332
ScyDAA6-2-HRSCAF-26:9414842	ScyDAA6-2-HRSCAF-26	9.414842	0.100770666
ScyDAA6-2-HRSCAF-26:9435700	ScyDAA6-2-HRSCAF-26	9.4357	0.117279063
ScyDAA6-2-HRSCAF-26:9457262	ScyDAA6-2-HRSCAF-26	9.457262	0.117110614
ScyDAA6-2-HRSCAF-26:9478603	ScyDAA6-2-HRSCAF-26	9.478603	0.1169437
ScyDAA6-2-HRSCAF-26:9498915	ScyDAA6-2-HRSCAF-26	9.498915	0.131014338
ScyDAA6-2-HRSCAF-26:9520582	ScyDAA6-2-HRSCAF-26	9.520582	0.130756574
ScyDAA6-2-HRSCAF-26:9540815	ScyDAA6-2-HRSCAF-26	9.540815	0.130757762
ScyDAA6-2-HRSCAF-26:9561720	ScyDAA6-2-HRSCAF-26	9.56172	0.166653059
ScyDAA6-2-HRSCAF-26:9582956	ScyDAA6-2-HRSCAF-26	9.582956	0.204556793
ScyDAA6-2-HRSCAF-26:9607305	ScyDAA6-2-HRSCAF-26	9.607305	0.204558656
ScyDAA6-2-HRSCAF-26:9627911	ScyDAA6-2-HRSCAF-26	9.627911	0.20455837
ScyDAA6-2-HRSCAF-26:9648447	ScyDAA6-2-HRSCAF-26	9.648447	0.20456389
ScyDAA6-2-HRSCAF-26:9669161	ScyDAA6-2-HRSCAF-26	9.669161	0.204569403
ScyDAA6-2-HRSCAF-26:9689545	ScyDAA6-2-HRSCAF-26	9.689545	0.204573288
ScyDAA6-2-HRSCAF-26:9709845	ScyDAA6-2-HRSCAF-26	9.709845	0.169409037
ScyDAA6-2-HRSCAF-26:9730674	ScyDAA6-2-HRSCAF-26	9.730674	0.169411938
ScyDAA6-2-HRSCAF-26:9751706	ScyDAA6-2-HRSCAF-26	9.751706	0.169416867
ScyDAA6-2-HRSCAF-26:9772648	ScyDAA6-2-HRSCAF-26	9.772648	0.169421723
ScyDAA6-2-HRSCAF-26:9793022	ScyDAA6-2-HRSCAF-26	9.793022	0.169426398
ScyDAA6-2-HRSCAF-26:9813149	ScyDAA6-2-HRSCAF-26	9.813149	0.169430969
ScyDAA6-2-HRSCAF-26:9833609	ScyDAA6-2-HRSCAF-26	9.833609	0.16943556
ScyDAA6-2-HRSCAF-26:9853972	ScyDAA6-2-HRSCAF-26	9.853972	0.169440093
ScyDAA6-2-HRSCAF-26:9874733	ScyDAA6-2-HRSCAF-26	9.874733	0.169444659
ScyDAA6-2-HRSCAF-26:9902056	ScyDAA6-2-HRSCAF-26	9.902056	0.16945059
ScyDAA6-2-HRSCAF-26:9922435	ScyDAA6-2-HRSCAF-26	9.922435	0.169454957
ScyDAA6-2-HRSCAF-26:9946488	ScyDAA6-2-HRSCAF-26	9.946488	0.169460048
ScyDAA6-2-HRSCAF-26:9966530	ScyDAA6-2-HRSCAF-26	9.96653	0.169464257
ScyDAA6-2-HRSCAF-26:9987355	ScyDAA6-2-HRSCAF-26	9.987355	0.169850247
ScyDAA6-2-HRSCAF-26:10007385	ScyDAA6-2-HRSCAF-26	10.007385	0.170221651
ScyDAA6-2-HRSCAF-26:10027425	ScyDAA6-2-HRSCAF-26	10.027425	0.170593386
ScyDAA6-2-HRSCAF-26:10048205	ScyDAA6-2-HRSCAF-26	10.048205	0.170979
ScyDAA6-2-HRSCAF-26:10069810	ScyDAA6-2-HRSCAF-26	10.06981	0.171380093
ScyDAA6-2-HRSCAF-26:10096356	ScyDAA6-2-HRSCAF-26	10.096356	0.172084664
ScyDAA6-2-HRSCAF-26:10117895	ScyDAA6-2-HRSCAF-26	10.117895	0.172653564
ScyDAA6-2-HRSCAF-26:10139379	ScyDAA6-2-HRSCAF-26	10.139379	0.172837191
ScyDAA6-2-HRSCAF-26:10159410	ScyDAA6-2-HRSCAF-26	10.15941	0.17300728
ScyDAA6-2-HRSCAF-26:10179910	ScyDAA6-2-HRSCAF-26	10.17991	0.17318044
ScyDAA6-2-HRSCAF-26:10200081	ScyDAA6-2-HRSCAF-26	10.200081	0.177549702
ScyDAA6-2-HRSCAF-26:10221133	ScyDAA6-2-HRSCAF-26	10.221133	0.181452381
ScyDAA6-2-HRSCAF-26:10245518	ScyDAA6-2-HRSCAF-26	10.245518	0.18161764
ScyDAA6-2-HRSCAF-26:10265741	ScyDAA6-2-HRSCAF-26	10.265741	0.181753001
ScyDAA6-2-HRSCAF-26:10288964	ScyDAA6-2-HRSCAF-26	10.288964	0.181906707
ScyDAA6-2-HRSCAF-26:10312083	ScyDAA6-2-HRSCAF-26	10.312083	0.182057739
ScyDAA6-2-HRSCAF-26:10332731	ScyDAA6-2-HRSCAF-26	10.332731	0.179947534
ScyDAA6-2-HRSCAF-26:10352801	ScyDAA6-2-HRSCAF-26	10.352801	0.177650051
ScyDAA6-2-HRSCAF-26:10376078	ScyDAA6-2-HRSCAF-26	10.376078	0.174771337
ScyDAA6-2-HRSCAF-26:10396835	ScyDAA6-2-HRSCAF-26	10.396835	0.17493107
ScyDAA6-2-HRSCAF-26:10417601	ScyDAA6-2-HRSCAF-26	10.417601	0.175089661
ScyDAA6-2-HRSCAF-26:10438550	ScyDAA6-2-HRSCAF-26	10.43855	0.175248263
ScyDAA6-2-HRSCAF-26:10464088	ScyDAA6-2-HRSCAF-26	10.464088	0.1754397
ScyDAA6-2-HRSCAF-26:10484675	ScyDAA6-2-HRSCAF-26	10.484675	0.175592478
ScyDAA6-2-HRSCAF-26:10505223	ScyDAA6-2-HRSCAF-26	10.505223	0.175743576
ScyDAA6-2-HRSCAF-26:10525736	ScyDAA6-2-HRSCAF-26	10.525736	0.175893015
ScyDAA6-2-HRSCAF-26:10545838	ScyDAA6-2-HRSCAF-26	10.545838	0.176038089
ScyDAA6-2-HRSCAF-26:10566331	ScyDAA6-2-HRSCAF-26	10.566331	0.176184572
ScyDAA6-2-HRSCAF-26:10588049	ScyDAA6-2-HRSCAF-26	10.588049	0.176338242
ScyDAA6-2-HRSCAF-26:10608220	ScyDAA6-2-HRSCAF-26	10.60822	0.176479505
ScyDAA6-2-HRSCAF-26:10628247	ScyDAA6-2-HRSCAF-26	10.628247	0.176618356
ScyDAA6-2-HRSCAF-26:10651240	ScyDAA6-2-HRSCAF-26	10.65124	0.17677603
ScyDAA6-2-HRSCAF-26:10676091	ScyDAA6-2-HRSCAF-26	10.676091	0.176944335
ScyDAA6-2-HRSCAF-26:10696126	ScyDAA6-2-HRSCAF-26	10.696126	0.177078414
ScyDAA6-2-HRSCAF-26:10716143	ScyDAA6-2-HRSCAF-26	10.716143	0.177210926
ScyDAA6-2-HRSCAF-26:10737944	ScyDAA6-2-HRSCAF-26	10.737944	0.177353591
ScyDAA6-2-HRSCAF-26:10758904	ScyDAA6-2-HRSCAF-26	10.758904	0.177489113
ScyDAA6-2-HRSCAF-26:10780122	ScyDAA6-2-HRSCAF-26	10.780122	0.177624655
ScyDAA6-2-HRSCAF-26:10802423	ScyDAA6-2-HRSCAF-26	10.802423	0.177765315
ScyDAA6-2-HRSCAF-26:10822877	ScyDAA6-2-HRSCAF-26	10.822877	0.177892695
ScyDAA6-2-HRSCAF-26:10848638	ScyDAA6-2-HRSCAF-26	10.848638	0.17805089
ScyDAA6-2-HRSCAF-26:10870608	ScyDAA6-2-HRSCAF-26	10.870608	0.178183824
ScyDAA6-2-HRSCAF-26:10890840	ScyDAA6-2-HRSCAF-26	10.89084	0.178304622
ScyDAA6-2-HRSCAF-26:10911047	ScyDAA6-2-HRSCAF-26	10.911047	0.178425109
ScyDAA6-2-HRSCAF-26:10931894	ScyDAA6-2-HRSCAF-26	10.931894	0.200912707
ScyDAA6-2-HRSCAF-26:10952602	ScyDAA6-2-HRSCAF-26	10.952602	0.2191711
ScyDAA6-2-HRSCAF-26:10977779	ScyDAA6-2-HRSCAF-26	10.977779	0.250733129
ScyDAA6-2-HRSCAF-26:10998159	ScyDAA6-2-HRSCAF-26	10.998159	0.260320267
ScyDAA6-2-HRSCAF-26:11026181	ScyDAA6-2-HRSCAF-26	11.026181	0.260940244
ScyDAA6-2-HRSCAF-26:11048640	ScyDAA6-2-HRSCAF-26	11.04864	0.261427724
ScyDAA6-2-HRSCAF-26:11069729	ScyDAA6-2-HRSCAF-26	11.069729	0.261878261
ScyDAA6-2-HRSCAF-26:11090322	ScyDAA6-2-HRSCAF-26	11.090322	0.262311394
ScyDAA6-2-HRSCAF-26:11113704	ScyDAA6-2-HRSCAF-26	11.113704	0.262794983
ScyDAA6-2-HRSCAF-26:11133923	ScyDAA6-2-HRSCAF-26	11.133923	0.263206071
ScyDAA6-2-HRSCAF-26:11156547	ScyDAA6-2-HRSCAF-26	11.156547	0.263658213
ScyDAA6-2-HRSCAF-26:11177168	ScyDAA6-2-HRSCAF-26	11.177168	0.264063066
ScyDAA6-2-HRSCAF-26:11199093	ScyDAA6-2-HRSCAF-26	11.199093	0.264485879
ScyDAA6-2-HRSCAF-26:11221657	ScyDAA6-2-HRSCAF-26	11.221657	0.264912746
ScyDAA6-2-HRSCAF-26:11244313	ScyDAA6-2-HRSCAF-26	11.244313	0.265332867
ScyDAA6-2-HRSCAF-26:11266815	ScyDAA6-2-HRSCAF-26	11.266815	0.26508656
ScyDAA6-2-HRSCAF-26:11288032	ScyDAA6-2-HRSCAF-26	11.288032	0.264840747
ScyDAA6-2-HRSCAF-26:11319615	ScyDAA6-2-HRSCAF-26	11.319615	0.264450686
ScyDAA6-2-HRSCAF-26:11340962	ScyDAA6-2-HRSCAF-26	11.340962	0.26417085
ScyDAA6-2-HRSCAF-26:11362238	ScyDAA6-2-HRSCAF-26	11.362238	0.263877793
ScyDAA6-2-HRSCAF-26:11390233	ScyDAA6-2-HRSCAF-26	11.390233	0.227986263
ScyDAA6-2-HRSCAF-26:11410977	ScyDAA6-2-HRSCAF-26	11.410977	0.201707377
ScyDAA6-2-HRSCAF-26:11431330	ScyDAA6-2-HRSCAF-26	11.43133	0.122584244
ScyDAA6-2-HRSCAF-26:11451526	ScyDAA6-2-HRSCAF-26	11.451526	0.124399999
ScyDAA6-2-HRSCAF-26:11476831	ScyDAA6-2-HRSCAF-26	11.476831	0.124531663
ScyDAA6-2-HRSCAF-26:11496870	ScyDAA6-2-HRSCAF-26	11.49687	0.181350314
ScyDAA6-2-HRSCAF-26:11516934	ScyDAA6-2-HRSCAF-26	11.516934	0.181479531
ScyDAA6-2-HRSCAF-26:11537145	ScyDAA6-2-HRSCAF-26	11.537145	0.181608397
ScyDAA6-2-HRSCAF-26:11557435	ScyDAA6-2-HRSCAF-26	11.557435	0.181739294
ScyDAA6-2-HRSCAF-26:11584967	ScyDAA6-2-HRSCAF-26	11.584967	0.181919364
ScyDAA6-2-HRSCAF-26:11605205	ScyDAA6-2-HRSCAF-26	11.605205	0.182053528
